PolyFID,Owner,X,Y,burn50,rx_cat3,zmin_d_a,zmin_di,zm_mcov,zm_ccov,Hectares,zmin_drd,prop_timb,Prop_no_b,zmin_dr,zmin_ddv,year
198,Wildlife Resources Commission,720138.8622,93554.86234,0,4,8.739839843,3.816018798,27.711128,33.725467,2.6139,0.06,0.482037,0.964075,3.493679931,2.952371826,2005
198,Wildlife Resources Commission,720138.8622,93554.86234,0,4,8.739839843,3.816018798,27.711128,33.725467,2.6139,0.06,0.482037,0.964075,1.832948486,2.952371826,2006
198,Wildlife Resources Commission,720138.8622,93554.86234,0,4,8.739839843,3.816018798,27.711128,33.725467,2.6139,0.06,0.482037,0.964075,1.832948486,2.952371826,2007
199,Wildlife Resources Commission,720247.9027,93683.61431,0,4,8.096943847,2.988728759,1.710911,3.132279,1.825543,0,0.443702,1,2.684119873,2.274071289,2004
199,Wildlife Resources Commission,720247.9027,93683.61431,0,4,8.096943847,2.988728759,1.710911,3.132279,1.825543,0,0.443702,1,2.684119873,2.274071289,2005
199,Wildlife Resources Commission,720247.9027,93683.61431,0,4,8.096943847,2.988728759,1.710911,3.132279,1.825543,0,0.443702,1,1.040096191,2.274071289,2006
199,Wildlife Resources Commission,720247.9027,93683.61431,0,4,8.096943847,2.988728759,1.710911,3.132279,1.825543,0,0.443702,1,1.040096191,2.274071289,2007
201,Wildlife Resources Commission,720481.1516,93614.28532,0,4,8.573914062,3.754796875,38.713748,46.039913,9.577374,0.03,0.873934,1,3.42486499,2.978926025,2004
201,Wildlife Resources Commission,720481.1516,93614.28532,0,4,8.573914062,3.754796875,38.713748,46.039913,9.577374,0.03,0.873934,1,3.42486499,2.978926025,2005
201,Wildlife Resources Commission,720481.1516,93614.28532,0,4,8.573914062,3.754796875,38.713748,46.039913,9.577374,0.03,0.873934,1,1.764652954,2.978926025,2006
201,Wildlife Resources Commission,720481.1516,93614.28532,0,4,8.573914062,3.754796875,38.713748,46.039913,9.577374,0.03,0.873934,1,1.764652954,2.978926025,2007
202,Wildlife Resources Commission,729930.5627,93410.68614,0,4,0.573149169,4.014623291,32.242118,29.352888,4.755097,4.899193847,0.151416,0.984206,3.160838378,4.924479492,2004
202,Wildlife Resources Commission,729930.5627,93410.68614,0,4,0.573149169,4.014623291,32.242118,29.352888,4.755097,4.899193847,0.151416,0.984206,1.747483886,4.924479492,2005
202,Wildlife Resources Commission,729930.5627,93410.68614,0,4,0.573149169,4.014623291,32.242118,29.352888,4.755097,4.899193847,0.151416,0.984206,1.747483886,4.924479492,2006
202,Wildlife Resources Commission,729930.5627,93410.68614,0,4,0.573149169,4.014623291,32.242118,29.352888,4.755097,4.899193847,0.151416,0.984206,0.03,4.924479492,2007
203,Wildlife Resources Commission,725279.8347,91769.99679,0,4,4.599304199,3.22845166,39.065998,41.132648,99.100132,3.255103759,0.035418,0.993541,3.15,3.744716308,2004
203,Wildlife Resources Commission,725279.8347,91769.99679,0,4,4.599304199,3.22845166,39.065998,41.132648,99.100132,3.255103759,0.035418,0.993541,0.436806579,3.744716308,2005
203,Wildlife Resources Commission,725279.8347,91769.99679,0,4,4.599304199,3.22845166,39.065998,41.132648,99.100132,3.255103759,0.035418,0.993541,0.436806579,3.744716308,2006
203,Wildlife Resources Commission,725279.8347,91769.99679,0,4,4.599304199,3.22845166,39.065998,41.132648,99.100132,3.255103759,0.035418,0.993541,0.436806579,3.744716308,2007
205,Wildlife Resources Commission,719967.1057,92897.59331,0,4,8.460850585,3.309259765,28.041549,31.30187,10.142331,0.09,0.683274,0.984981,3.019437011,2.307661132,2004
205,Wildlife Resources Commission,719967.1057,92897.59331,0,4,8.460850585,3.309259765,28.041549,31.30187,10.142331,0.09,0.683274,0.984981,3.019437011,2.307661132,2005
205,Wildlife Resources Commission,719967.1057,92897.59331,0,4,8.460850585,3.309259765,28.041549,31.30187,10.142331,0.09,0.683274,0.984981,1.392012939,2.307661132,2006
205,Wildlife Resources Commission,719967.1057,92897.59331,0,4,8.460850585,3.309259765,28.041549,31.30187,10.142331,0.09,0.683274,0.984981,1.392012939,2.307661132,2007
208,Wildlife Resources Commission,719201.0913,93357.60503,0,4,8.941862304,3.770106201,36.99311,6.684918,58.31587,0.51,0.640477,0.996984,3.494066406,1.71,2004
208,Wildlife Resources Commission,719201.0913,93357.60503,0,4,8.941862304,3.770106201,36.99311,6.684918,58.31587,0.51,0.640477,0.996984,3.494066406,1.71,2005
208,Wildlife Resources Commission,719201.0913,93357.60503,0,4,8.941862304,3.770106201,36.99311,6.684918,58.31587,0.51,0.640477,0.996984,1.878776245,1.71,2006
208,Wildlife Resources Commission,719201.0913,93357.60503,0,4,8.941862304,3.770106201,36.99311,6.684918,58.31587,0.51,0.640477,0.996984,1.878776245,1.71,2007
211,Wildlife Resources Commission,730058.7874,93332.82821,0,4,0.551543273,4.018768554,13.686532,15.206575,2.516353,5.045710937,0,1,3.081833984,5.072218261,2004
211,Wildlife Resources Commission,730058.7874,93332.82821,0,4,0.551543273,4.018768554,13.686532,15.206575,2.516353,5.045710937,0,1,1.93981958,5.072218261,2005
211,Wildlife Resources Commission,730058.7874,93332.82821,0,4,0.551543273,4.018768554,13.686532,15.206575,2.516353,5.045710937,0,1,1.93981958,5.072218261,2006
211,Wildlife Resources Commission,730058.7874,93332.82821,1,4,0.551543273,4.018768554,13.686532,15.206575,2.516353,5.045710937,0,1,0.161554946,5.072218261,2007
212,Wildlife Resources Commission,728255.8022,93063.03965,0,4,1.95,3.465616943,36.354286,24.244247,54.320043,4.572318847,0.240243,0.984166,3.26007666,5.453814941,2004
212,Wildlife Resources Commission,728255.8022,93063.03965,0,4,1.95,3.465616943,36.354286,24.244247,54.320043,4.572318847,0.240243,0.984166,0.429534637,5.453814941,2005
212,Wildlife Resources Commission,728255.8022,93063.03965,0,4,1.95,3.465616943,36.354286,24.244247,54.320043,4.572318847,0.240243,0.984166,0.429534637,5.453814941,2006
212,Wildlife Resources Commission,728255.8022,93063.03965,0,4,1.95,3.465616943,36.354286,24.244247,54.320043,4.572318847,0.240243,0.984166,0.429534637,5.453814941,2007
215,Wildlife Resources Commission,720708.3693,92676.46145,0,4,7.594445312,2.853786865,2.864207,3.211132,25.099166,0,0.598824,0.99326,2.502978271,2.286503906,2004
215,Wildlife Resources Commission,720708.3693,92676.46145,0,4,7.594445312,2.853786865,2.864207,3.211132,25.099166,0,0.598824,0.99326,2.502978271,2.286503906,2005
215,Wildlife Resources Commission,720708.3693,92676.46145,0,4,7.594445312,2.853786865,2.864207,3.211132,25.099166,0,0.598824,0.99326,0.859069274,2.286503906,2006
215,Wildlife Resources Commission,720708.3693,92676.46145,0,4,7.594445312,2.853786865,2.864207,3.211132,25.099166,0,0.598824,0.99326,0.859069274,2.286503906,2007
218,Wildlife Resources Commission,727494.2544,93134.59103,0,4,3.088688964,3.72,7.585493,0.249623,3.850629,4.544282226,0.023372,1,3.542033203,5.409408691,2004
218,Wildlife Resources Commission,727494.2544,93134.59103,0,4,3.088688964,3.72,7.585493,0.249623,3.850629,4.544282226,0.023372,1,1.008464172,5.409408691,2005
218,Wildlife Resources Commission,727494.2544,93134.59103,0,4,3.088688964,3.72,7.585493,0.249623,3.850629,4.544282226,0.023372,1,1.008464172,5.409408691,2006
218,Wildlife Resources Commission,727494.2544,93134.59103,0,4,3.088688964,3.72,7.585493,0.249623,3.850629,4.544282226,0.023372,1,1.008464172,5.409408691,2007
223,Wildlife Resources Commission,727285.9239,93043.0455,0,4,3.408005371,3.781071289,27.454721,0.950504,2.045476,4.560394531,0,1,3.606119873,5.367988281,2004
223,Wildlife Resources Commission,727285.9239,93043.0455,0,4,3.408005371,3.781071289,27.454721,0.950504,2.045476,4.560394531,0,1,1.100227294,5.367988281,2005
223,Wildlife Resources Commission,727285.9239,93043.0455,0,4,3.408005371,3.781071289,27.454721,0.950504,2.045476,4.560394531,0,1,1.100227294,5.367988281,2006
223,Wildlife Resources Commission,727285.9239,93043.0455,0,4,3.408005371,3.781071289,27.454721,0.950504,2.045476,4.560394531,0,1,1.100227294,5.367988281,2007
224,Wildlife Resources Commission,718466.4868,92934.25137,0,4,9.517378906,3.906916992,14.94294,36.419898,22.65325,0.849058288,0.214539,0.993234,3.180565917,1.336600219,2004
224,Wildlife Resources Commission,718466.4868,92934.25137,0,4,9.517378906,3.906916992,14.94294,36.419898,22.65325,0.849058288,0.214539,0.993234,3.180565917,1.336600219,2005
224,Wildlife Resources Commission,718466.4868,92934.25137,0,4,9.517378906,3.906916992,14.94294,36.419898,22.65325,0.849058288,0.214539,0.993234,2.455239257,1.336600219,2006
224,Wildlife Resources Commission,718466.4868,92934.25137,0,4,9.517378906,3.906916992,14.94294,36.419898,22.65325,0.849058288,0.214539,0.993234,2.455239257,1.336600219,2007
225,Wildlife Resources Commission,721530.5483,92949.70191,0,4,7.052297363,2.913863525,24.735212,21.117202,28.126821,0.690651855,0.383974,1,2.528734863,2.91,2004
225,Wildlife Resources Commission,721530.5483,92949.70191,0,4,7.052297363,2.913863525,24.735212,21.117202,28.126821,0.690651855,0.383974,1,2.528734863,2.91,2005
225,Wildlife Resources Commission,721530.5483,92949.70191,0,4,7.052297363,2.913863525,24.735212,21.117202,28.126821,0.690651855,0.383974,1,0.971648071,2.91,2006
225,Wildlife Resources Commission,721530.5483,92949.70191,0,4,7.052297363,2.913863525,24.735212,21.117202,28.126821,0.690651855,0.383974,1,0.971648071,2.91,2007
229,Wildlife Resources Commission,722424.7379,92579.56717,0,4,6.398515625,2.869041748,30.757589,20.663736,24.135632,1.560288452,0.257295,0.995622,2.419607421,3.552942382,2004
229,Wildlife Resources Commission,722424.7379,92579.56717,0,4,6.398515625,2.869041748,30.757589,20.663736,24.135632,1.560288452,0.257295,0.995622,2.27782788,3.552942382,2005
229,Wildlife Resources Commission,722424.7379,92579.56717,0,4,6.398515625,2.869041748,30.757589,20.663736,24.135632,1.560288452,0.257295,0.995622,0.934344665,3.552942382,2006
229,Wildlife Resources Commission,722424.7379,92579.56717,0,4,6.398515625,2.869041748,30.757589,20.663736,24.135632,1.560288452,0.257295,0.995622,0.934344665,3.552942382,2007
238,Wildlife Resources Commission,728048.8195,92039.8685,1,4,2.948101074,2.766839355,1.278802,0.092924,3.336395,5.803740234,0,0.998082,2.57126416,5.126402343,2004
238,Wildlife Resources Commission,728048.8195,92039.8685,1,1,2.948101074,2.766839355,1.278802,0.092924,3.336395,5.803740234,0,0,0,5.126402343,2005
238,Wildlife Resources Commission,728048.8195,92039.8685,0,1,2.948101074,2.766839355,1.278802,0.092924,3.336395,5.803740234,0,0,0,5.126402343,2006
238,Wildlife Resources Commission,728048.8195,92039.8685,0,2,2.948101074,2.766839355,1.278802,0.092924,3.336395,5.803740234,0,0,0,5.126402343,2007
239,Wildlife Resources Commission,723844.9061,92083.20992,0,4,5.341769531,3.332161376,24.525627,35.397575,2.596047,3.408005371,0.277345,1,2.892784179,3.818376708,2004
239,Wildlife Resources Commission,723844.9061,92083.20992,0,4,5.341769531,3.332161376,24.525627,35.397575,2.596047,3.408005371,0.277345,1,1.103902221,3.818376708,2005
239,Wildlife Resources Commission,723844.9061,92083.20992,0,4,5.341769531,3.332161376,24.525627,35.397575,2.596047,3.408005371,0.277345,1,1.082081298,3.818376708,2006
239,Wildlife Resources Commission,723844.9061,92083.20992,0,4,5.341769531,3.332161376,24.525627,35.397575,2.596047,3.408005371,0.277345,1,1.082081298,3.818376708,2007
241,Wildlife Resources Commission,727991.9722,91826.39106,0,4,3.078765869,2.486201904,7.437963,0.767651,7.956336,5.90642041,0.384599,0.972809,2.292596679,4.842003906,2004
241,Wildlife Resources Commission,727991.9722,91826.39106,1,4,3.078765869,2.486201904,7.437963,0.767651,7.956336,5.90642041,0.384599,0.972809,0.03,4.842003906,2005
241,Wildlife Resources Commission,727991.9722,91826.39106,0,1,3.078765869,2.486201904,7.437963,0.767651,7.956336,5.90642041,0.384599,0,0,4.842003906,2006
241,Wildlife Resources Commission,727991.9722,91826.39106,0,2,3.078765869,2.486201904,7.437963,0.767651,7.956336,5.90642041,0.384599,0,0,4.842003906,2007
242,Wildlife Resources Commission,727578.5952,91827.2497,1,4,3.323642578,2.434625244,10.329831,0.543189,7.861591,5.742238281,0.022896,1,2.266142089,4.652418945,2004
242,Wildlife Resources Commission,727578.5952,91827.2497,0,1,3.323642578,2.434625244,10.329831,0.543189,7.861591,5.742238281,0.022896,0,0,4.652418945,2005
242,Wildlife Resources Commission,727578.5952,91827.2497,0,2,3.323642578,2.434625244,10.329831,0.543189,7.861591,5.742238281,0.022896,0,0,4.652418945,2006
242,Wildlife Resources Commission,727578.5952,91827.2497,0,2,3.323642578,2.434625244,10.329831,0.543189,7.861591,5.742238281,0.022896,0,0,4.652418945,2007
243,Wildlife Resources Commission,724189.6206,91715.13606,0,4,4.779801269,3.062499023,36.768699,36.584053,17.260186,3.430116699,0.166858,0.985504,2.657668212,3.289756835,2004
243,Wildlife Resources Commission,724189.6206,91715.13606,0,4,4.779801269,3.062499023,36.768699,36.584053,17.260186,3.430116699,0.166858,0.985504,0.512640197,3.289756835,2005
243,Wildlife Resources Commission,724189.6206,91715.13606,0,4,4.779801269,3.062499023,36.768699,36.584053,17.260186,3.430116699,0.166858,0.985504,0.512640197,3.289756835,2006
243,Wildlife Resources Commission,724189.6206,91715.13606,0,4,4.779801269,3.062499023,36.768699,36.584053,17.260186,3.430116699,0.166858,0.985504,0.512640197,3.289756835,2007
244,Wildlife Resources Commission,724134.8457,91817.60816,0,4,5.00784375,3.326619873,26.81118,37.909568,4.141581,3.602249267,0.239039,0.956156,2.898223632,3.719274169,2004
244,Wildlife Resources Commission,724134.8457,91817.60816,0,4,5.00784375,3.326619873,26.81118,37.909568,4.141581,3.602249267,0.239039,0.956156,0.724982788,3.719274169,2005
244,Wildlife Resources Commission,724134.8457,91817.60816,0,4,5.00784375,3.326619873,26.81118,37.909568,4.141581,3.602249267,0.239039,0.956156,0.724982788,3.719274169,2006
244,Wildlife Resources Commission,724134.8457,91817.60816,0,4,5.00784375,3.326619873,26.81118,37.909568,4.141581,3.602249267,0.239039,0.956156,0.724982788,3.719274169,2007
247,Wildlife Resources Commission,724586.2441,91802.69278,0,4,4.818807128,3.535038818,3.11628,1.930667,7.031609,4.016416259,0.127993,0.985549,3.129504638,3.667860351,2004
247,Wildlife Resources Commission,724586.2441,91802.69278,0,4,4.818807128,3.535038818,3.11628,1.930667,7.031609,4.016416259,0.127993,0.985549,0.547448608,3.667860351,2005
247,Wildlife Resources Commission,724586.2441,91802.69278,0,4,4.818807128,3.535038818,3.11628,1.930667,7.031609,4.016416259,0.127993,0.985549,0.547448608,3.667860351,2006
247,Wildlife Resources Commission,724586.2441,91802.69278,0,4,4.818807128,3.535038818,3.11628,1.930667,7.031609,4.016416259,0.127993,0.985549,0.547448608,3.667860351,2007
249,Wildlife Resources Commission,720126.9979,91472.92419,0,4,7.030825195,1.57063684,57.678764,15.634025,64.917081,0,0.343822,1,1.337946166,0.953414916,2004
249,Wildlife Resources Commission,720126.9979,91472.92419,0,4,7.030825195,1.57063684,57.678764,15.634025,64.917081,0,0.343822,1,1.337946166,0.953414916,2005
249,Wildlife Resources Commission,720126.9979,91472.92419,0,4,7.030825195,1.57063684,57.678764,15.634025,64.917081,0,0.343822,1,0.192093734,0.953414916,2006
249,Wildlife Resources Commission,720126.9979,91472.92419,0,4,7.030825195,1.57063684,57.678764,15.634025,64.917081,0,0.343822,1,0.192093734,0.953414916,2007
250,Wildlife Resources Commission,723653.6767,91557.40171,0,4,4.976836425,2.838767333,15.541489,10.364174,4.053404,3.310619384,0.244239,1,2.423324218,3.25385913,2004
250,Wildlife Resources Commission,723653.6767,91557.40171,0,4,4.976836425,2.838767333,15.541489,10.364174,4.053404,3.310619384,0.244239,1,0.941541259,3.25385913,2005
250,Wildlife Resources Commission,723653.6767,91557.40171,0,4,4.976836425,2.838767333,15.541489,10.364174,4.053404,3.310619384,0.244239,1,0.607453674,3.25385913,2006
250,Wildlife Resources Commission,723653.6767,91557.40171,0,4,4.976836425,2.838767333,15.541489,10.364174,4.053404,3.310619384,0.244239,1,0.607453674,3.25385913,2007
253,Wildlife Resources Commission,727144.5651,91622.14437,1,4,3.989097656,2.359152343,3.895289,0.142315,3.618221,5.73282666,0,0.994964,2.200454589,4.467986328,2004
253,Wildlife Resources Commission,727144.5651,91622.14437,1,1,3.989097656,2.359152343,3.895289,0.142315,3.618221,5.73282666,0,0,0,4.467986328,2005
253,Wildlife Resources Commission,727144.5651,91622.14437,0,1,3.989097656,2.359152343,3.895289,0.142315,3.618221,5.73282666,0,0,0,4.467986328,2006
253,Wildlife Resources Commission,727144.5651,91622.14437,0,2,3.989097656,2.359152343,3.895289,0.142315,3.618221,5.73282666,0,0,0,4.467986328,2007
254,Wildlife Resources Commission,720467.6587,91583.53645,0,4,7.111012695,1.77710437,46.148471,9.530183,5.705348,0.432666168,0.220844,0.962255,1.497898559,1.639329101,2004
254,Wildlife Resources Commission,720467.6587,91583.53645,0,4,7.111012695,1.77710437,46.148471,9.530183,5.705348,0.432666168,0.220844,0.962255,1.497898559,1.639329101,2005
254,Wildlife Resources Commission,720467.6587,91583.53645,0,4,7.111012695,1.77710437,46.148471,9.530183,5.705348,0.432666168,0.220844,0.962255,0.234307495,1.639329101,2006
254,Wildlife Resources Commission,720467.6587,91583.53645,0,4,7.111012695,1.77710437,46.148471,9.530183,5.705348,0.432666168,0.220844,0.962255,0.234307495,1.639329101,2007
257,Wildlife Resources Commission,724803.6453,91603.56661,0,4,4.536650878,3.48310205,9.600055,8.633411,4.578238,4.416627441,0.078632,1,3.000149902,3.593243652,2004
257,Wildlife Resources Commission,724803.6453,91603.56661,0,4,4.536650878,3.48310205,9.600055,8.633411,4.578238,4.416627441,0.078632,1,0.276586334,3.593243652,2005
257,Wildlife Resources Commission,724803.6453,91603.56661,0,4,4.536650878,3.48310205,9.600055,8.633411,4.578238,4.416627441,0.078632,1,0.276586334,3.593243652,2006
257,Wildlife Resources Commission,724803.6453,91603.56661,0,4,4.536650878,3.48310205,9.600055,8.633411,4.578238,4.416627441,0.078632,1,0.276586334,3.593243652,2007
258,Wildlife Resources Commission,727678.088,91523.03166,0,4,3.326619873,2.192464355,4.414435,0.463917,14.828351,5.879387695,0.248848,0.98932,1.986579956,4.451033691,2004
258,Wildlife Resources Commission,727678.088,91523.03166,1,4,3.326619873,2.192464355,4.414435,0.463917,14.828351,5.879387695,0.248848,0.98932,0.03,4.451033691,2005
258,Wildlife Resources Commission,727678.088,91523.03166,0,1,3.326619873,2.192464355,4.414435,0.463917,14.828351,5.879387695,0.248848,0,0,4.451033691,2006
258,Wildlife Resources Commission,727678.088,91523.03166,0,2,3.326619873,2.192464355,4.414435,0.463917,14.828351,5.879387695,0.248848,0,0,4.451033691,2007
259,Wildlife Resources Commission,724283.0347,91529.24811,0,4,4.337568359,3.087814697,5.576043,3.604087,20.457566,3.741710937,0.140779,1,2.684119873,3.295087158,2004
259,Wildlife Resources Commission,724283.0347,91529.24811,0,4,4.337568359,3.087814697,5.576043,3.604087,20.457566,3.741710937,0.140779,1,0.06,3.295087158,2005
259,Wildlife Resources Commission,724283.0347,91529.24811,0,4,4.337568359,3.087814697,5.576043,3.604087,20.457566,3.741710937,0.140779,1,0.06,3.295087158,2006
259,Wildlife Resources Commission,724283.0347,91529.24811,0,4,4.337568359,3.087814697,5.576043,3.604087,20.457566,3.741710937,0.140779,1,0.06,3.295087158,2007
260,Wildlife Resources Commission,728355.0626,90983.94736,1,4,3.067197509,1.90588562,8.771746,2.518269,8.016933,6.293210449,0.112262,0.987909,1.690680297,4.373213867,2004
260,Wildlife Resources Commission,728355.0626,90983.94736,0,1,3.067197509,1.90588562,8.771746,2.518269,8.016933,6.293210449,0.112262,0,0,4.373213867,2005
260,Wildlife Resources Commission,728355.0626,90983.94736,0,2,3.067197509,1.90588562,8.771746,2.518269,8.016933,6.293210449,0.112262,0,0,4.373213867,2006
260,Wildlife Resources Commission,728355.0626,90983.94736,0,2,3.067197509,1.90588562,8.771746,2.518269,8.016933,6.293210449,0.112262,0,0,4.373213867,2007
261,Wildlife Resources Commission,720588.2619,91576.45045,0,4,7.086162597,1.812208618,24.313135,7.112635,3.138772,0.6,0.315409,0.974902,1.518189697,1.780898681,2004
261,Wildlife Resources Commission,720588.2619,91576.45045,0,4,7.086162597,1.812208618,24.313135,7.112635,3.138772,0.6,0.315409,0.974902,1.518189697,1.780898681,2005
261,Wildlife Resources Commission,720588.2619,91576.45045,0,4,7.086162597,1.812208618,24.313135,7.112635,3.138772,0.6,0.315409,0.974902,0.212132034,1.780898681,2006
261,Wildlife Resources Commission,720588.2619,91576.45045,0,4,7.086162597,1.812208618,24.313135,7.112635,3.138772,0.6,0.315409,0.974902,0.212132034,1.780898681,2007
264,Wildlife Resources Commission,721782.6974,91565.42926,0,4,6.024549804,1.724673828,19.053396,8.482457,6.155582,1.43405017,0.01462,0.964977,1.29869165,2.647659423,2004
264,Wildlife Resources Commission,721782.6974,91565.42926,1,4,6.024549804,1.724673828,19.053396,8.482457,6.155582,1.43405017,0.01462,0.964977,1.29869165,2.647659423,2005
264,Wildlife Resources Commission,721782.6974,91565.42926,0,1,6.024549804,1.724673828,19.053396,8.482457,6.155582,1.43405017,0.01462,0,0,2.647659423,2006
264,Wildlife Resources Commission,721782.6974,91565.42926,0,2,6.024549804,1.724673828,19.053396,8.482457,6.155582,1.43405017,0.01462,0,0,2.647659423,2007
265,Wildlife Resources Commission,726435.8485,91138.17877,1,4,3.84,2.107913574,15.046,1.055357,7.540966,5.741297851,0,0.978654,2.001924072,3.851700927,2004
265,Wildlife Resources Commission,726435.8485,91138.17877,0,1,3.84,2.107913574,15.046,1.055357,7.540966,5.741297851,0,0,0,3.851700927,2005
265,Wildlife Resources Commission,726435.8485,91138.17877,0,2,3.84,2.107913574,15.046,1.055357,7.540966,5.741297851,0,0,0,3.851700927,2006
265,Wildlife Resources Commission,726435.8485,91138.17877,0,2,3.84,2.107913574,15.046,1.055357,7.540966,5.741297851,0,0,0,3.851700927,2007
266,Wildlife Resources Commission,726906.4022,91457.81197,1,4,4.10474121,2.212894042,5.267573,0.529477,2.454737,5.779731933,0,0.989923,2.07867749,4.212196777,2004
266,Wildlife Resources Commission,726906.4022,91457.81197,1,1,4.10474121,2.212894042,5.267573,0.529477,2.454737,5.779731933,0,0,0,4.212196777,2005
266,Wildlife Resources Commission,726906.4022,91457.81197,0,1,4.10474121,2.212894042,5.267573,0.529477,2.454737,5.779731933,0,0,0,4.212196777,2006
266,Wildlife Resources Commission,726906.4022,91457.81197,0,2,4.10474121,2.212894042,5.267573,0.529477,2.454737,5.779731933,0,0,0,4.212196777,2007
268,Wildlife Resources Commission,726707.2269,91338.29308,1,4,3.971347412,2.145367187,3.259585,0.534812,4.73863,5.796835449,0,1,2.026277343,4.051777343,2004
268,Wildlife Resources Commission,726707.2269,91338.29308,1,1,3.971347412,2.145367187,3.259585,0.534812,4.73863,5.796835449,0,0,0,4.051777343,2005
268,Wildlife Resources Commission,726707.2269,91338.29308,0,1,3.971347412,2.145367187,3.259585,0.534812,4.73863,5.796835449,0,0,0,4.051777343,2006
268,Wildlife Resources Commission,726707.2269,91338.29308,0,2,3.971347412,2.145367187,3.259585,0.534812,4.73863,5.796835449,0,0,0,4.051777343,2007
271,Wildlife Resources Commission,724169.3232,90616.81374,0,4,3.737378662,1.951614746,46.999927,39.382705,31.437172,3.737860351,0.083022,0.996272,1.703936645,1.925850463,2004
271,Wildlife Resources Commission,724169.3232,90616.81374,0,4,3.737378662,1.951614746,46.999927,39.382705,31.437172,3.737860351,0.083022,0.996272,0.12727922,1.925850463,2005
271,Wildlife Resources Commission,724169.3232,90616.81374,0,4,3.737378662,1.951614746,46.999927,39.382705,31.437172,3.737860351,0.083022,0.996272,0.12727922,1.925850463,2006
271,Wildlife Resources Commission,724169.3232,90616.81374,0,4,3.737378662,1.951614746,46.999927,39.382705,31.437172,3.737860351,0.083022,0.996272,0.12727922,1.925850463,2007
272,Wildlife Resources Commission,724405.3818,91307.7174,0,4,4.011707763,3.013469726,35.512084,28.882692,6.696703,4.032183105,0.483819,0.994518,2.340769042,2.952371826,2004
272,Wildlife Resources Commission,724405.3818,91307.7174,0,4,4.011707763,3.013469726,35.512084,28.882692,6.696703,4.032183105,0.483819,0.994518,0.03,2.952371826,2005
272,Wildlife Resources Commission,724405.3818,91307.7174,0,4,4.011707763,3.013469726,35.512084,28.882692,6.696703,4.032183105,0.483819,0.994518,0.03,2.952371826,2006
272,Wildlife Resources Commission,724405.3818,91307.7174,0,4,4.011707763,3.013469726,35.512084,28.882692,6.696703,4.032183105,0.483819,0.994518,0.03,2.952371826,2007
273,Wildlife Resources Commission,726201.347,91170.98017,1,4,3.811889404,2.17680957,4.941047,0.220252,12.742479,5.654422851,0,1,2.089042724,3.684263916,2004
273,Wildlife Resources Commission,726201.347,91170.98017,0,1,3.811889404,2.17680957,4.941047,0.220252,12.742479,5.654422851,0,0,0,3.684263916,2005
273,Wildlife Resources Commission,726201.347,91170.98017,0,2,3.811889404,2.17680957,4.941047,0.220252,12.742479,5.654422851,0,0,0,3.684263916,2006
273,Wildlife Resources Commission,726201.347,91170.98017,0,2,3.811889404,2.17680957,4.941047,0.220252,12.742479,5.654422851,0,0,0,3.684263916,2007
274,Wildlife Resources Commission,726822.207,91162.95037,0,4,3.815782958,1.928652343,4.932396,0.710936,5.152316,6.014682128,0.296954,1,1.794240844,3.882074218,2004
274,Wildlife Resources Commission,726822.207,91162.95037,1,4,3.815782958,1.928652343,4.932396,0.710936,5.152316,6.014682128,0.296954,1,0.03,3.882074218,2005
274,Wildlife Resources Commission,726822.207,91162.95037,0,1,3.815782958,1.928652343,4.932396,0.710936,5.152316,6.014682128,0.296954,0,0,3.882074218,2006
274,Wildlife Resources Commission,726822.207,91162.95037,0,2,3.815782958,1.928652343,4.932396,0.710936,5.152316,6.014682128,0.296954,0,0,3.882074218,2007
275,Wildlife Resources Commission,725233.1271,91195.95565,1,4,3.936406982,2.593568847,0.864657,1.80899,9.302382,4.572811035,0.019349,0.986844,2.512130615,3.329459472,2004
275,Wildlife Resources Commission,725233.1271,91195.95565,0,1,3.936406982,2.593568847,0.864657,1.80899,9.302382,4.572811035,0.019349,0,0,3.329459472,2005
275,Wildlife Resources Commission,725233.1271,91195.95565,0,2,3.936406982,2.593568847,0.864657,1.80899,9.302382,4.572811035,0.019349,0,0,3.329459472,2006
275,Wildlife Resources Commission,725233.1271,91195.95565,0,2,3.936406982,2.593568847,0.864657,1.80899,9.302382,4.572811035,0.019349,0,0,3.329459472,2007
276,Wildlife Resources Commission,723836.6198,90923.13876,0,4,4.31082373,2.430185058,14.086043,5.934265,13.449925,3.623051269,0.220818,0.997031,2.192464355,2.594783203,2004
276,Wildlife Resources Commission,723836.6198,90923.13876,0,4,4.31082373,2.430185058,14.086043,5.934265,13.449925,3.623051269,0.220818,0.997031,0.57,2.594783203,2005
276,Wildlife Resources Commission,723836.6198,90923.13876,0,4,4.31082373,2.430185058,14.086043,5.934265,13.449925,3.623051269,0.220818,0.997031,0.57,2.594783203,2006
276,Wildlife Resources Commission,723836.6198,90923.13876,0,4,4.31082373,2.430185058,14.086043,5.934265,13.449925,3.623051269,0.220818,0.997031,0.57,2.594783203,2007
277,Wildlife Resources Commission,720624.9145,91274.71385,0,4,6.933181152,1.55682373,46.724506,9.178716,3.320789,0.948683288,0.027101,0.975672,1.290348754,1.632176513,2004
277,Wildlife Resources Commission,720624.9145,91274.71385,0,4,6.933181152,1.55682373,46.724506,9.178716,3.320789,0.948683288,0.027101,0.975672,1.290348754,1.632176513,2005
