Plot,SPP,U,V,W,date,truecover,logw
925,VIBURAF,55,27.06692913,10.4617699,2001,3,2.347727651
926,CARYGLA,1,7.381889764,42.79814958,2001,3,3.756494868
926,FRAX1S1,3,6.397637795,11.22262589,2001,3,2.417931909
926,VIBURAF,15,7.381889764,2.853209972,2001,3,1.048444666
929,FAGUGRA,7,5.413385827,4.374921957,2001,3,1.475888681
929,ILEXDECD,5,2.460629921,0.951069991,2001,3,-0.050167622
929,NYSSSYL,1,3.44488189,9.320485908,2001,3,2.232214763
929,OSTRVIR,10,4.921259843,1.902139981,2001,3,0.642979558
929,OXYDARB,1,1.476377953,1.711925983,2001,3,0.537619043
929,QUERFAL,1,1.476377953,1.711925983,2001,3,0.537619043
929,QUERVEL,1,1.476377953,1.711925983,2001,3,0.537619043
929,VIBURAF,25,12.30314961,4.755349953,2001,3,1.55927029
93,CARYGLA,13,11.31889764,14.64647786,2001,3,2.684199887
93,CARYTOM,1,8.366141732,54.97184546,2001,3,4.006821153
93,FAGUGRA,8,17.71653543,83.69415918,2001,3,4.427169192
93,ILEXOPAO,1,4.429133858,15.40733385,2001,3,2.73484362
93,JUNIVIR,11,14.27165354,21.87460978,2001,3,3.085326594
93,VIBURAF,30,14.76377953,5.706419944,2001,3,1.741591847
93,VITIROT,1,1.476377953,1.711925983,2001,3,0.537619043
935,CARYTOM,1,1.476377953,1.711925983,2001,3,0.537619043
935,DIOSVIR,1,3.44488189,9.320485908,2001,3,2.232214763
935,FAGUGRA,3,4.429133858,5.135777949,2001,3,1.636231331
935,FRAX1S1,20,15.7480315,14.45626386,2001,3,2.671127806
935,ILEXDECD,10,4.921259843,1.902139981,2001,3,0.642979558
935,LIQUSTY,1,2.460629921,4.755349953,2001,3,1.55927029
935,NYSSSYL,16,8.858267717,4.565135955,2001,3,1.518448296
935,PINUECH,1,13.28740157,138.6660046,2001,3,4.932068197
935,PRUNSER,1,1.476377953,1.711925983,2001,3,0.537619043
937,DIOSVIR,2,4.921259843,11.03241189,2001,3,2.400837476
937,FAGUGRA,21,11.31889764,5.516205946,2001,3,1.707690295
937,JUNIVIR,22,62.99212598,177.6598742,2001,3,5.179870904
937,PINUTAE,4,30.51181102,206.191974,2001,3,5.328807647
937,PINUVIR,5,29.03543307,153.1222685,2001,3,5.031236743
937,PRUNSER,13,12.30314961,17.68990183,2001,3,2.872993958
937,QUERVEL,9,8.366141732,7.798773923,2001,3,2.053966532
937,ULMUALA,2,3.937007874,6.467275936,2001,3,1.86675499
940,CARYOVT,5,2.460629921,0.951069991,2001,3,-0.050167622
940,FRAX1S1,5,2.460629921,0.951069991,2001,3,-0.050167622
940,QUERFAL,1,7.381889764,42.79814958,2001,3,3.756494868
940,VIBUACE,5,2.460629921,0.951069991,2001,3,-0.050167622
986,LIRITUL,2,37.47637795,1019.587946,1999,3,6.92715385
986,NYSSSYL,2,2.952755906,3.423851966,1999,3,1.230766223
986,VIBURAF,60,29.52755906,11.41283989,1999,3,2.434739028
987,JUNIVIR,3,5.413385827,8.179201919,1999,3,2.101594581
987,MORURUB,3,4.429133858,5.135777949,1999,3,1.636231331
988,CARYOVT,1,3.44488189,9.320485908,1999,3,2.232214763
988,ILEXDECD,2,3.937007874,6.467275936,1999,3,1.86675499
988,LIRITUL,1,48,1809.557368,1999,3,7.500837547
988,MORURUB,3,4.429133858,5.135777949,1999,3,1.636231331
988,QUERRUB,2,59.3503937,2032.162662,1999,3,7.616855856
1,VIBURAF,310,152.5590551,58.96633942,2000,4,4.076966763
11,ACERRUBR,229,179.6259843,178.9913722,2001,4,5.187337605
11,CARYGLA,5,35.92519685,235.2947157,2001,4,5.460838838
11,CARYOVT,4,55.20866142,1176.213719,2001,4,7.070055846
12,CARYTOM,8,30.51181102,226.7350858,2000,4,5.423782313
12,LIRITUL,7,41.43700787,1107.129163,2000,4,7.009525605
12,OXYDARB,6,34.4488189,200.485554,2000,4,5.300742194
12,QUERRUB,7,57.85826772,1918.838226,2000,4,7.559475191
14,CHIOVIR,10,4.921259843,1.902139981,2000,4,0.642979558
14,NYSSSYL,4,26.57480315,207.713686,2000,4,5.336160622
14,PRUNSER,34,35.43307087,44.51007556,2000,4,3.795715581
14,QUERSTE,8,58.12992126,1132.354278,2000,4,7.032054177
14,QUERVEL,24,28.54330709,114.1283989,2000,4,4.737324121
14,VIBURUF,20,22.63779528,32.71680768,2000,4,3.487888942
17,CARYGLA,35,55.61023622,271.4353753,2001,4,5.603724083
17,JUNIVIR,13,31.00393701,95.29721306,2001,4,4.557000566
18,NYSSSYL,30,44.29133858,68.09661133,2001,4,4.220927452
18,VITIROT,15,7.381889764,2.853209972,2001,4,1.048444666
2,NYSSSYL,37,32.97244094,45.08071756,2000,4,3.808454606
2,QUERFAL,3,62.57480315,1295.208029,2000,4,7.166426601
2,QUERVEL,3,30.01968504,251.6531195,2000,4,5.528051629
21,NYSSSYL,46,63.97637795,106.139411,2001,4,4.664753428
21,QUERVEL,3,54.68503937,1123.794649,2001,4,7.024466317
25,CARPCAR,102,108.2677165,147.2256345,2000,4,4.991966339
25,CORNFLO,130,70.86614173,39.94493961,2000,4,3.687501996
25,LIRITUL,1,44.5,1555.284713,2000,4,7.349413903
25,QUERRUB,7,21.16141732,162.6329684,2000,4,5.091495934
25,VIBUACE,55,27.06692913,10.4617699,2000,4,2.347727651
26,CARYTOM,2,9.842519685,38.42322762,2001,4,3.648662163
26,FAGUGRA,13,9.350393701,7.037917931,2001,4,1.951312378
26,LIQUSTY,4,37.4015748,279.2341492,2001,4,5.632050674
26,PINUTAE,2,108.5,4729.86409,2001,4,8.461651747
26,QUERRUB,4,39.37007874,311.1901009,2001,4,5.740403982
30,CARYGLA,3,74.2007874,2558.078911,2001,4,7.847011831
30,CORNFLO,61,37.89370079,26.82017374,2001,4,3.289154356
30,LIRITUL,13,23.12992126,115.0794689,2001,4,4.745622923
31,ACERRUBR,168,160.4330709,205.431118,2001,4,5.325110785
31,CARYGLA,7,55.61023622,374.1509343,2001,4,5.924659284
31,NYSSSYL,72,115.1574803,384.9931322,2001,4,5.953225496
31,QUERVEL,13,43.87401575,1023.202012,2001,4,6.930692216
31,VITIROT,5,2.460629921,0.951069991,2001,4,-0.050167622
34,CARYOVT,1,6.397637795,32.14616568,2001,4,3.47029318
34,FRAX1S1,5,26.08267717,121.1663168,2001,4,4.797164121
34,JUNIVIR,10,23.62204724,47.55349953,2001,4,3.861855383
34,QUERSTE,3,13.28740157,56.87398544,2001,4,4.040838039
34,SMILROT,65,31.98818898,12.36390988,2001,4,2.514781735
35,ACERRUBR,56,92.51968504,272.3864453,2001,4,5.607221813
35,OXYDARB,20,46.25984252,102.715559,2001,4,4.631963605
35,SMILROT,115,56.59448819,21.87460978,2001,4,3.085326594
36,LIQUSTY,16,50.19685039,295.2121251,2001,4,5.687694166
36,OXYDARB,40,81.69291339,357.6023165,2001,4,5.879421521
36,VITIROT,15,7.381889764,2.853209972,2001,4,1.048444666
41,CARYTOM,4,18.7007874,110.3241189,2001,4,4.703422569
41,FRAX1S1,6,25.59055118,101.574275,2001,4,4.620790304
41,QUERALB,57,117.7874016,1659.350518,2001,4,7.41418155
41,QUERSTE,9,50.68897638,255.8378275,2001,4,5.544543757
42,CARYOVL,31,25.0984252,89.59079312,2000,4,4.495252559
42,CORNFLO,81,69.38976378,79.31923722,2000,4,4.373480687
42,LIQUSTY,68,42.32283465,58.58591142,2000,4,4.070494248
42,PRUNSER,65,31.98818898,12.36390988,2000,4,2.514781735
42,QUERVEL,6,13.77952756,101.574275,2000,4,4.620790304
43,FAGUGRA,26,13.77952756,6.467275936,2001,4,1.86675499
43,VIBUACE,25,12.30314961,4.755349953,2001,4,1.55927029
44,FAGUGRA,70,39.37007874,20.92353979,2001,4,3.040874831
44,VIBURAF,35,17.22440945,6.657489934,2001,4,1.895742527
49,OXYDARB,6,29.52755906,119.8348188,2001,4,4.786114285
49,VIBUACE,55,27.06692913,10.4617699,2001,4,2.347727651
49,VITIROT,15,7.381889764,2.853209972,2001,4,1.048444666
50,LIQUSTY,4,82.40551181,2320.201193,2001,4,7.749409182
50,PINUECH,5,163.1062992,5362.637779,2001,4,8.587211256
50,QUERALB,10,4.921259843,1.902139981,2001,4,0.642979558
501,PINUTAE,1,2.460629921,4.755349953,1999,4,1.55927029
501,QUERRUB,22,48.22834646,150.2690585,1999,4,5.012427411
503,CARPCAR,28,22.63779528,20.5431118,1999,4,3.022525692
503,CORNFLO,28,29.52755906,52.49906348,1999,4,3.960795331
503,NYSSSYL,6,80.94094488,1894.153805,1999,4,7.546527477
504,CARYOVT,36,35.43307087,120.9761028,1999,4,4.795593029
504,QUERRUB,4,23.62204724,172.7143103,1999,4,5.151638844
505,AESCSYL,75,36.90944882,14.26604986,1999,4,2.657882579
505,FRAX1S1,14,20.66929134,63.53147537,1999,4,4.151535458
505,JUGLNIG,2,50.28740157,1213.87609,1999,4,7.101573899
505,JUNIVIR,4,24.60629921,122.4978148,1999,4,4.808093191
505,QUERRUB,4,151.3661417,5446.730237,1999,4,8.602770751
505,VIBURAF,95,46.7519685,18.07032982,1999,4,2.894271357
506,FRAX1S1,3,96.31889764,2985.390659,1999,4,8.001485891
506,VIBUACE,15,7.381889764,2.853209972,1999,4,1.048444666
508,FRAX1S1,1,12.30314961,118.8837488,1999,4,4.778146115
508,VIBURAF,95,46.7519685,18.07032982,1999,4,2.894271357
509,QUERALB,3,104.2874016,3400.424577,1999,4,8.131655578
51,ACERRUBR,21,34.94094488,63.34126138,2001,4,4.148536955
51,CARYGLA,10,40.35433071,196.6812741,2001,4,5.28158452
51,JUNIVIR,72,112.2047244,238.9087816,2001,4,5.476081812
51,PINUECH,6,136.519685,3246.278111,2001,4,8.085264423
51,QUERALB,21,26.08267717,80.08009321,2001,4,4.383027299
51,VIBURAF,280,137.7952756,53.25991948,2001,4,3.975184068
51,VITIROT,5,2.460629921,0.951069991,2001,4,-0.050167622
513,CARYTOM,11,18.20866142,140.5681446,2001,4,4.945692386
513,OXYDARB,4,18.7007874,76.84645524,2001,4,4.341809343
513,QUERVEL,22,26.57480315,127.4433787,2001,4,4.847672178
513,VITIROT,10,4.921259843,1.902139981,2001,4,0.642979558
519,ACERRUBR,73,97.93307087,344.0971226,2000,4,5.840923951
519,CARYTOM,7,12.30314961,48.50456952,2000,4,3.88165801
519,CORNFLO,27,22.14566929,21.87460978,2000,4,3.085326594
519,VIBUACE,5,2.460629921,0.951069991,2000,4,-0.050167622
519,VIBURAF,5,2.460629921,0.951069991,2000,4,-0.050167622
523,CORNFLO,14,18.7007874,43.74921957,2000,4,3.778473774
524,CARYGLA,12,20.66929134,41.84707959,2001,4,3.734022012
524,CERCCAN,8,6.88976378,6.08684794,2001,4,1.806130368
524,VIBURAF,100,49.21259843,19.02139981,2001,4,2.945564651
524,VIBURUF,30,14.76377953,5.706419944,2001,4,1.741591847
525,FAGUGRA,73,50.68897638,53.45013347,1999,4,3.978749135
525,LIQUSTY,14,125.1850394,1929.448125,1999,4,7.564989296
525,QUERRUB,4,43.30708661,393.3625481,1999,4,5.974731701
526,ACERRUBR,49,28.0511811,15.40733385,1999,4,2.73484362
526,CARPCAR,114,126.9685039,217.9852419,1999,4,5.384427363
526,JUGLNIG,1,55,2375.829444,1999,4,7.773101895
526,JUNIVIR,7,51.67322835,357.4121025,1999,4,5.878889465
528,CORNFLO,16,13.77952756,12.17369588,1999,4,2.499277549
528,FAGUGRA,1,10.33464567,83.88437317,1999,4,4.429439341
531,LIRITUL,6,91.95669291,2827.157642,1999,4,7.947027119
531,PINUECH,4,99.60629921,2448.614243,1999,4,7.803277529
532,ACERRUBR,121,87.10629921,96.05806905,1999,4,4.564952895
532,CARYALB,42,57.16141732,1027.196506,1999,4,6.934588531
532,CARYGLA,8,19.68503937,97.38956704,1999,4,4.57871909
532,OSTRVIR,80,69.88188976,85.21587116,1999,4,4.445187698
532,QUERALB,3,101.3188976,3287.768952,1999,4,8.097964484
532,QUERRUB,12,15.7480315,61.62933539,1999,4,4.121137981
532,VIBURAF,105,51.67322835,19.9724698,1999,4,2.994354815
537,CARYGLA,8,18.7007874,94.34614307,2001,4,4.546970392
537,PINUECH,6,85.73622047,1497.23347,2001,4,7.311374331
537,QUERFAL,2,44.86614173,1101.318549,2001,4,7.004263422
537,VITIROT,40,19.68503937,7.608559925,2001,4,2.029273919
539,ACERBAR,40,31.49606299,28.91252772,2000,4,3.364274986
539,CARYTOM,17,23.12992126,100.623205,2000,4,4.611382897
539,FAGUGRA,36,27.55905512,28.15167172,2000,4,3.337606739
539,OSTRVIR,50,37.4015748,35.37980365,2000,4,3.566141139
539,PINUECH,2,38.81889764,694.5805661,2000,4,6.543308161
54,CARYGLA,12,8.858267717,8.369415918,2000,4,2.124584099
54,CORNFLO,42,36.41732283,50.5969235,2000,4,3.923890774
54,FAGUGRA,38,44.29133858,104.617699,2000,4,4.650312744
54,LIRITUL,4,30.51181102,207.713686,2000,4,5.336160622
54,OXYDARB,24,95.47244094,585.8591142,2000,4,6.373079341
54,QUERALB,13,17.22440945,54.21098947,2000,4,3.992883646
54,VIBURAF,60,29.52755906,11.41283989,2000,4,2.434739028
541,LIRITUL,8,18.7007874,48.69478352,2000,4,3.88557191
541,LIRITUL,8,18.7007874,48.69478352,2000,4,3.88557191
541,PINUVIR,105,93.01181102,360.8359544,2000,4,5.888423435
541,VIBURAF,10,4.921259843,1.902139981,2000,4,0.642979558
542,CORNFLO,57,50.68897638,47.36328553,2000,4,3.857847362
542,QUERALB,68,127.9527559,323.3637968,2000,4,5.778777995
542,QUERVEL,19,48.72047244,120.7858888,2000,4,4.794019464
547,FAGUGRA,28,16.73228346,9.891127903,2000,4,2.291638184
547,PINUTAE,5,82.29133858,1530.52092,2000,4,7.333363427
547,VIBUACE,10,4.921259843,1.902139981,2000,4,0.642979558
55,CORNFLO,11,7.381889764,6.657489934,2000,4,1.895742527
55,LIQUSTY,10,23.62204724,82.55287519,2000,4,4.413438999
553,CARYOVT,5,16.24015748,90.73207711,2001,4,4.507910956
553,CARYTOM,7,23.12992126,168.7198163,2001,4,5.128239448
553,FAGUGRA,6,12.79527559,31.57552369,2001,4,3.452382254
553,FRAX1S1,17,13.28740157,19.9724698,2001,4,2.994354815
553,LIRITUL,2,119,5592.820322,2001,4,8.629238969
553,OSTRVIR,1,1.476377953,1.711925983,2001,4,0.537619043
553,OSTRVIR,28,23.62204724,54.02077547,2001,4,3.989368703
553,PINUTAE,2,119,5561.404395,2001,4,8.623605944
553,PINUVIR,5,61.51574803,595.9404561,2001,4,6.390140756
553,ULMURUB,20,38.38582677,107.2806949,2001,4,4.675448717
553,ULMURUB,20,38.38582677,107.2806949,2001,4,4.675448717
553,VIBURAF,15,7.381889764,2.853209972,2001,4,1.048444666
553,VITIROT,16,8.858267717,4.565135955,2001,4,1.518448296
556,ACERRUBR,27,28.0511811,64.48254536,2000,4,4.166394573
556,CARPCAR,34,22.63779528,20.1626838,2000,4,3.003833559
556,CERCCAN,46,50.19685039,78.74859522,2000,4,4.366260439
556,CORNFLO,20,27.55905512,49.45563951,2000,4,3.901076096
556,LIRITUL,12,129.0748031,1871.979345,2000,4,7.534751624
557,LIRITUL,36,18.7007874,8.369415918,2000,4,2.124584099
557,NYSSSYL,6,15.7480315,42.22750758,2000,4,3.743071847
557,OSTRVIR,29,35.92519685,84.64522917,2000,4,4.438468747
557,OXYDARB,4,20.66929134,90.54186311,2000,4,4.50581232
557,QUERFAL,4,67.53543307,1403.635851,2000,4,7.246821186
557,ULMUALA,5,18.20866142,63.34126138,2000,4,4.148536955
557,VIBUACE,10,4.921259843,1.902139981,2000,4,0.642979558
56,ACERRUBR,40,80.70866142,240.4304936,2001,4,5.48243104
56,LIQUSTY,93,132.3818898,296.1631951,2001,4,5.690910637
56,NYSSSYL,61,99.9015748,206.382188,2001,4,5.329729731
56,OXYDARB,37,77.26377953,192.6867801,2001,4,5.26106597
56,QUERALB,1,60,2827.433388,2001,4,7.947124649
56,QUERPHE,3,80.36614173,2091.116584,2001,4,7.645453453
56,SMILROT,200,98.42519685,38.04279963,2001,4,3.638711832
560,FRAX1S1,64,55.11811024,88.25929513,2000,4,4.480279018
560,QUERRUB,35,17.22440945,6.657489934,2000,4,1.895742527
560,VIBURAF,95,46.7519685,18.07032982,2000,4,2.894271357
562,LIQUSTY,6,22.63779528,92.44400309,1999,4,4.526603089
562,LIRITUL,3,18.20866142,96.43849705,1999,4,4.568905469
562,OXYDARB,18,58.07086614,224.0720898,1999,4,5.41196783
564,ACERRUBR,89,130.4133858,191.9259241,2000,4,5.257109486
564,CORNFLO,15,24.11417323,31.76573769,2000,4,3.458388278
564,LIQUSTY,29,36.90944882,58.77612542,2000,4,4.073735742
564,PRUNSER,18,18.7007874,21.68439579,2000,4,3.076592914
569,LIQUSTY,4,26.57480315,195.5399901,2001,4,5.275764911
569,NYSSSYL,17,37.89370079,152.3614125,2001,4,5.026255412
569,QUERALB,3,15.25590551,64.48254536,2001,4,4.166394573
569,ULMUALA,20,40.35433071,111.8458309,2001,4,4.717121413
569,VIBUACE,40,19.68503937,7.608559925,2001,4,2.029273919
570,ACERBAR,29,39.86220472,122.6880288,1999,4,4.809644782
570,ACERRUBR,35,107.7755906,508.822445,1999,4,6.232099125
570,CORNFLO,25,30.01968504,51.92842149,1999,4,3.94986626
570,LIRITUL,3,31.00393701,251.6531195,1999,4,5.528051629
574,CARPCAR,5,2.460629921,0.951069991,2000,4,-0.050167622
574,CORNFLO,66,47.24409449,46.03178755,2000,4,3.829332191
574,FAGUGRA,25,36.90944882,150.8397005,2000,4,5.016217687
574,OSTRVIR,175,122.5393701,144.3724246,2000,4,4.972396243
574,QUERRUB,1,9.350393701,68.66725332,2000,4,4.229272424
574,VIBURAF,360,177.1653543,68.47703933,2000,4,4.226498497
576,ACERRUBR,4,19.68503937,95.10699906,2000,4,4.555002564
576,CARYTOM,3,22.14566929,157.3069765,2000,4,5.05819916
576,CERCCAN,1,1.476377953,1.711925983,2000,4,0.537619043
576,CORNFLO,1,1.476377953,1.711925983,2000,4,0.537619043
576,FRAX1S1,6,8.858267717,33.09723567,2000,4,3.499449765
576,OXYDARB,4,60.61417323,1200.610256,2000,4,7.090585253
576,QUERRUB,3,26.08267717,178.6109442,2000,4,5.185209945
576,VIBURAF,5,2.460629921,0.951069991,2000,4,-0.050167622
577,ACERBAR,28,17.71653543,12.93455187,2000,4,2.55990217
577,CORNFLO,36,53.1496063,95.10699906,2000,4,4.555002564
577,FRAX1S1,7,5.413385827,4.374921957,2000,4,1.475888681
577,OXYDARB,18,41.33858268,106.9002669,2000,4,4.671896315
577,ULMURUB,17,12.30314961,12.36390988,2000,4,2.514781735
578,ACERBAR,48,26.57480315,13.69540787,2000,4,2.617060584
578,CORNFLO,13,31.98818898,80.08009321,2000,4,4.383027299
579,ACERRUBR,293,286.9685039,1343.301602,2000,4,7.202885745
579,CARYGLA,11,51.92125984,1736.846683,2000,4,7.459826497
579,CARYTOM,7,13.28740157,71.3302493,2000,4,4.267320491
579,NYSSSYL,12,75.06692913,1915.126137,2000,4,7.557538768
579,OSTRVIR,87,64.46850394,59.15655342,2000,4,4.080187377
58,LIQUSTY,14,28.54330709,115.2696829,2000,4,4.747274451
58,PINUTAE,2,128,6500.347899,2000,4,8.779610977
58,QUERFAL,4,42.32283465,356.8414605,2000,4,5.877291595
58,QUERRUB,17,43.85826772,966.6778861,2000,4,6.873865334
58,VIBUACE,60,29.52755906,11.41283989,2000,4,2.434739028
58,VIBURAF,130,63.97637795,24.72781976,2000,4,3.207928916
582,CARPCAR,21,34.94094488,83.12351718,2000,4,4.42032766
582,CORNFLO,43,32.97244094,32.52659368,2000,4,3.482058022
582,ELAEPUN,10,4.921259843,1.902139981,2000,4,0.642979558
582,FAGUGRA,3,8.366141732,21.87460978,2000,4,3.085326594
582,FRAX1S1,37,27.06692913,23.77674977,2000,4,3.168708203
582,LIGUSIN,40,19.68503937,7.608559925,2000,4,2.029273919
582,LINDBEN,35,17.22440945,6.657489934,2000,4,1.895742527
582,VITIAES,12,16.73228346,25.10824775,2000,4,3.223196388
583,CARYOVT,9,28.0511811,74.75410126,2000,4,4.314204077
583,CARYTOM,15,27.06692913,98.72106503,2000,4,4.592298348
583,ELAEPUN,45,22.14566929,8.559629916,2000,4,2.147056955
583,FRAX1S1,1,37,1075.210086,2000,4,6.98027135
583,MORURUB,5,7.381889764,8.559629916,2000,4,2.147056955
583,ULMURUB,6,3.937007874,2.662995974,2000,4,0.979451795
583,VIBURAF,45,22.14566929,8.559629916,2000,4,2.147056955
585,CARPCAR,7,12.30314961,19.59204181,1999,4,2.975123454
585,CARYALB,13,18.20866142,49.64585351,1999,4,3.904914873
59,CARYGLA,2,13.77952756,84.07458717,2001,4,4.431704347
59,CARYOVT,4,20.66929134,95.10699906,2001,4,4.555002564
59,FRAX1S1,15,26.08267717,83.50394518,2001,4,4.424893878
59,LIRITUL,4,16.73228346,73.80303127,2001,4,4.301399805
59,VITIROT,2,2.952755906,3.423851966,2001,4,1.230766223
6,CARYTOM,7,8.366141732,18.07032982,2001,4,2.894271357
6,FRAX1S1,6,17.71653543,46.79264354,2001,4,3.845726001
6,LIQUSTY,46,54.13385827,107.6611229,2001,4,4.678988544
6,NYSSSYL,16,27.55905512,53.25991948,2001,4,3.975184068
60,CARYGLA,2,4.921259843,9.510699906,2000,4,2.252417471
60,CARYGLA,2,11.81102362,73.42260328,2001,4,4.296231835
60,CARYOVL,3,18.20866142,90.35164911,2000,4,4.503709269
60,CARYTOM,2,45.94488189,1427.945919,2000,4,7.26399227
60,LIRITUL,3,14.27165354,69.04768132,2000,4,4.2347973
60,QUERFAL,1,1.476377953,1.711925983,2000,4,0.537619043
60,QUERRUB,12,17.71653543,67.71618333,2001,4,4.215325196
60,QUERSTE,2,21.65354331,187.5510022,2000,4,5.23405082
60,QUERSTE,1,7.381889764,42.79814958,2001,4,3.756494868
608,NYSSSYL,10,26.57480315,64.29233137,2001,4,4.163440361
620,CARYTOM,7,26.08267717,83.50394518,2001,4,4.424893878
620,JUNIVIR,28,34.4488189,55.54248745,2001,4,4.017148268
620,OSTRVIR,7,12.30314961,19.59204181,2001,4,2.975123454
620,QUERNIG,5,26.08267717,121.1663168,2001,4,4.797164121
620,ULMUALA,7,11.31889764,15.02690585,2001,4,2.709842318
63,FAGUGRA,14,15.7480315,25.48867575,2001,4,3.238234265
63,ULMUALA,8,32.48031496,133.9106547,2001,4,4.897172821
63,VIBURAF,35,17.22440945,6.657489934,2001,4,1.895742527
67,FRAX1S1,28,43.30708661,163.5840384,2001,4,5.097326855
67,OXYDARB,5,11.31889764,25.29846175,2001,4,3.230743594
67,PINUTAE,2,59.31889764,1910.180573,2001,4,7.554953058
67,QUERFAL,1,5.413385827,23.01589377,2001,4,3.136185011
67,ULMUALA,8,6.88976378,6.08684794,2001,4,1.806130368
68,CARYGLA,16,9.842519685,7.608559925,2001,4,2.029273919
68,CORNFLO,9,13.28740157,24.53760576,2001,4,3.20020687
68,NYSSSYL,41,33.95669291,56.49355744,2001,4,4.034126604
68,OXYDARB,10,36.41732283,269.7234493,2001,4,5.597397172
68,QUERVEL,7,23.12992126,182.4152242,2001,4,5.20628554
70,FRAX1S1,12,35.43307087,125.5412388,2001,4,4.8326343
70,QUERALB,14,15.7480315,30.0538117,2001,4,3.402989498
70,ULMUALA,64,54.13385827,63.91190337,2001,4,4.157505625
70,VITIROT,5,2.460629921,0.951069991,2001,4,-0.050167622
75,CORNFLO,83,77.26377953,90.35164911,2001,4,4.503709269
75,NYSSSYL,28,50.19685039,171.1925983,2001,4,5.142789229
77,CARYGLA,14,11.81102362,11.79326788,2000,4,2.46752885
77,CERCCAN,8,9.842519685,15.21711985,2000,4,2.7224211
77,FRAX1S1,13,34.94094488,171.3828123,2000,4,5.143899723
77,QUERRUB,31,48.72047244,247.8488396,2000,4,5.512819042
77,QUERVEL,12,16.73228346,57.06419944,2000,4,4.04417694
77,VIBURAF,155,76.27952756,29.48316971,2000,4,3.383819582
78,LIRITUL,3,54.7007874,1156.732238,2000,4,7.053354273
78,NYSSSYL,27,38.87795276,82.74308918,2000,4,4.415740496
78,QUERALB,3,23.12992126,143.6115686,2000,4,4.967112215
78,TOXIRAD,3,4.429133858,5.135777949,2000,4,1.636231331
78,VITIROT,3,4.429133858,5.135777949,2000,4,1.636231331
8,CARYGLA,12,55.70866142,1147.644745,2000,4,7.045467073
8,CARYOVT,5,10.33464567,19.21161381,2000,4,2.955514982
8,JUNIVIR,24,44.29133858,91.3027191,2000,4,4.514180569
8,PINUTAE,4,177,6346.802558,2000,4,8.755706431
8,QUERSTE,4,9.842519685,19.02139981,2000,4,2.945564651
8,QUERVEL,18,24.60629921,50.5969235,2000,4,3.923890774
8,VIBURAF,410,201.7716535,77.98773923,2000,4,4.356551625
9,CARPCAR,13,11.31889764,14.64647786,2001,4,2.684199887
9,FRAX1S1,6,15.7480315,39.18408361,2001,4,3.668270634
9,QUERALB,3,140.5,5256.080859,2001,4,8.567140944
925,LIRITUL,2,18.7007874,138.8562186,2001,4,4.933438999
925,NYSSSYL,11,22.14566929,69.04768132,2001,4,4.2347973
926,QUERVEL,10,4.921259843,1.902139981,2001,4,0.642979558
929,FRAX1S1,8,8.858267717,12.17369588,2001,4,2.499277549
929,VIBUACE,30,14.76377953,5.706419944,2001,4,1.741591847
929,VITIROT,15,7.381889764,2.853209972,2001,4,1.048444666
93,CORNFLO,40,33.46456693,36.52108764,2001,4,3.597889837
93,PINUECH,4,93.18503937,2274.108415,2001,4,7.729343349
935,CARPCAR,13,9.350393701,7.037917931,2001,4,1.951312378
935,CARYGLA,8,6.88976378,6.08684794,2001,4,1.806130368
935,CORNFLO,5,7.381889764,8.559629916,2001,4,2.147056955
935,JUNIVIR,124,288.3858268,1170.957372,2001,4,7.06557696
935,QUERALB,1,36.5,1046.346703,2001,4,6.953060046
935,QUERFAL,32,17.71653543,9.13027191,2001,4,2.211595476
935,QUERPHE,20,9.842519685,3.804279963,2001,4,1.336126739
935,VITIROT,15,7.381889764,2.853209972,2001,4,1.048444666
937,CARYGLA,10,11.81102362,15.59754785,2001,4,2.747113713
937,CORNFLO,35,42.81496063,97.96020903,2001,4,4.584561366
937,NYSSSYL,4,9.842519685,19.02139981,2001,4,2.945564651
937,OSTRVIR,53,30.01968504,17.68990183,2001,4,2.872993958
937,SASSALB,10,12.79527559,20.1626838,2001,4,3.003833559
937,VIBUACE,120,59.05511811,22.82567978,2001,4,3.127886208
937,VIBURAF,75,36.90944882,14.26604986,2001,4,2.657882579
937,VITIROT,5,2.460629921,0.951069991,2001,4,-0.050167622
940,QUERALB,2,5.905511811,14.07583586,2001,4,2.644459559
940,QUERALB,38,25.59055118,33.09723567,2001,4,3.499449765
940,QUERVEL,2,8.858267717,32.33637968,2001,4,3.476192902
940,ULMUALA,3,12.30314961,49.26542551,2001,4,3.897222527
986,ACERRUBR,35,36.90944882,62.96083338,1999,4,4.142512841
986,CORNFLO,35,31.00393701,34.04830566,1999,4,3.527780271
986,OSTRVIR,63,38.87795276,24.15717776,1999,4,3.184581552
987,ACERRUBR,4,8.858267717,20.5431118,1999,4,3.022525692
987,CARYOVT,2,53.31889764,1486.065565,1999,4,7.303887346
987,CELTOCC,2,2.952755906,3.423851966,1999,4,1.230766223
987,PRUNSER,4,5.905511811,6.847703933,1999,4,1.923913404
988,PRUNSER,6,9.842519685,13.31497987,1999,4,2.588889707
1,ACERRUBR,74,94.48818898,178.4207302,2000,5,5.184144414
1,CORNFLO,188,158.4645669,168.1491743,2000,5,5.124851528
1,PRUNSER,99,76.27952756,69.04768132,2000,5,4.2347973
11,OXYDARB,55,106.7913386,334.5864227,2001,5,5.81289521
