Plot,SPP,U,V,W,date,truecover,logw
17,VIBUPRU,22,12.79527559,7.228131929,2001,3,1.977980625
18,CARYGLA,1,13.28740157,138.6660046,2001,3,4.932068197
18,CARYTOM,2,17.71653543,132.7693707,2001,3,4.888613568
18,LIRITUL,1,54.5,2332.828895,2001,3,7.754836928
2,AMELARB,5,2.460629921,0.951069991,2000,3,-0.050167622
2,CARYGLA,1,12.30314961,118.8837488,2000,3,4.778146115
2,CORNFLO,10,11.81102362,15.59754785,2000,3,2.747113713
2,JUNIVIR,25,19.19291339,18.45075782,2000,3,2.915105444
2,LIRITUL,1,13.28740157,138.6660046,2000,3,4.932068197
2,PINUTAE,1,9.350393701,68.66725332,2000,3,4.229272424
2,QUERCOC,1,37,1075.210086,2000,3,6.98027135
2,QUERRUB,1,62,3019.07054,2000,3,8.012704295
21,CORNFLO,22,13.77952756,10.2715559,2001,3,2.329378512
21,PRUNSER,2,2.952755906,3.423851966,2001,3,1.230766223
21,SASSALB,13,20.17716535,35.95044565,2001,3,3.58214148
25,CARYGLA,16,15.7480315,57.82505543,2000,3,4.057422167
25,CARYOVT,2,7.874015748,24.72781976,2000,3,3.207928916
25,FAGUGRA,12,18.7007874,95.10699906,2000,3,4.555002564
25,VIBURAF,90,44.29133858,17.11925983,2000,3,2.840204136
26,CARYOVT,1,2.460629921,4.755349953,2001,3,1.55927029
26,NYSSSYL,1,2.460629921,4.755349953,2001,3,1.55927029
26,OXYDARB,12,7.874015748,5.325991948,2001,3,1.672598975
26,PRUNSER,5,2.460629921,0.951069991,2001,3,-0.050167622
26,QUERVEL,2,18.7007874,138.8562186,2001,3,4.933438999
26,VITIROT,5,2.460629921,0.951069991,2001,3,-0.050167622
29,ACERRUBR,35,17.22440945,6.657489934,2001,3,1.895742527
29,FRAX1S1,1,1.476377953,1.711925983,2001,3,0.537619043
29,LIQUSTY,37,20.17716535,10.0813419,2001,3,2.310686379
29,LIRITUL,15,7.381889764,2.853209972,2001,3,1.048444666
29,NYSSSYL,2,39.47637795,1135.826874,2001,3,7.035116188
29,OXYDARB,6,3.937007874,2.662995974,2001,3,0.979451795
29,PRUNSER,11,6.397637795,3.614065964,2001,3,1.284833444
29,QUERALB,25,12.30314961,4.755349953,2001,3,1.55927029
29,VIBURAF,35,17.22440945,6.657489934,2001,3,1.895742527
30,LIQUSTY,25,12.30314961,4.755349953,2001,3,1.55927029
30,NYSSSYL,5,26.08267717,163.7742524,2001,3,5.09848897
30,VIBURAF,5,2.460629921,0.951069991,2001,3,-0.050167622
31,CARYTOM,16,15.7480315,57.82505543,2001,3,4.057422167
31,CORNFLO,130,109.2519685,128.2042347,2001,3,4.853624576
31,QUERRUB,18,20.66929134,29.29295571,2001,3,3.377347068
31,QUERSTE,1,36,1017.87602,2001,3,6.925473402
31,VIBURAF,195,95.96456693,37.09172963,2001,3,3.613394024
34,CARYGLA,5,22.14566929,89.21036512,2001,3,4.490997234
34,CORNFLO,2,3.937007874,6.467275936,2001,3,1.86675499
34,DIOSVIR,1,2.460629921,4.755349953,2001,3,1.55927029
34,FAGUGRA,2,2.952755906,3.423851966,2001,3,1.230766223
34,ILEXDECD,2,2.952755906,3.423851966,2001,3,1.230766223
34,QUERPHE,1,12.30314961,118.8837488,2001,3,4.778146115
34,ULMUALA,8,16.73228346,38.04279963,2001,3,3.638711832
34,VIBURAF,35,17.22440945,6.657489934,2001,3,1.895742527
35,CARYGLA,6,6.88976378,16.35840384,2001,3,2.794741762
35,JUNIVIR,5,8.366141732,11.60305389,2001,3,2.451268329
35,QUERPHE,11,6.397637795,3.614065964,2001,3,1.284833444
36,CARYGLA,2,11.81102362,55.16205946,2001,3,4.010275388
36,FAGUGRA,3,11.31889764,43.17857757,2001,3,3.765344483
36,LIRITUL,2,49.91338583,1578.300607,2001,3,7.364103982
36,NYSSSYL,4,13.77952756,50.9773515,2001,3,3.931381446
36,ULMUALA,1,5.413385827,23.01589377,2001,3,3.136185011
36,VIBURAF,10,4.921259843,1.902139981,2001,3,0.642979558
41,CARYGLA,3,17.22440945,99.48192102,2001,3,4.599975929
41,CARYOVT,11,11.31889764,34.04830566,2001,3,3.527780271
41,JUNIVIR,25,53.64173228,187.3607882,2001,3,5.233036106
41,LIQUSTY,3,15.25590551,79.69966521,2001,3,4.378265385
41,QUERPHE,1,3.44488189,9.320485908,2001,3,2.232214763
41,QUERRUB,8,21.65354331,68.47703933,2001,3,4.226498497
41,QUERVEL,16,15.7480315,18.26054382,2001,3,2.904742657
41,ULMUALA,34,30.51181102,36.90151564,2001,3,3.608252624
41,ULMUAME,10,12.79527559,18.64097182,2001,3,2.925361944
41,VACCSTA,5,2.460629921,0.951069991,2001,3,-0.050167622
41,VIBURAF,160,78.74015748,30.4342397,2001,3,3.415568281
41,VITIROT,5,2.460629921,0.951069991,2001,3,-0.050167622
42,CARYTOM,11,12.30314961,44.70028956,2000,3,3.799979979
42,CERCCAN,1,1.476377953,1.711925983,2000,3,0.537619043
42,FAGUGRA,1,1.476377953,1.711925983,2000,3,0.537619043
42,JUNIVIR,14,13.77952756,19.40182781,2000,3,2.965367279
42,QUERRUB,17,16.24015748,35.18958965,2000,3,3.56075029
43,CORNFLO,8,15.7480315,25.86910375,2001,3,3.253049351
43,JUNIVIR,16,60.03937008,216.0831019,2001,3,5.375663065
43,NYSSSYL,7,8.366141732,18.07032982,2001,3,2.894271357
43,PINUTAE,4,127.0905512,4305.688237,2001,3,8.367692273
43,VITIROT,5,2.460629921,0.951069991,2001,3,-0.050167622
44,CARYOVT,5,2.460629921,0.951069991,2001,3,-0.050167622
44,FRAX1S1,2,5.905511811,14.07583586,2001,3,2.644459559
44,JUNIVIR,9,10.33464567,13.88562186,2001,3,2.630853906
44,NYSSSYL,4,7.874015748,14.45626386,2001,3,2.671127806
44,QUERFAL,20,9.842519685,3.804279963,2001,3,1.336126739
44,QUERVEL,10,4.921259843,1.902139981,2001,3,0.642979558
44,TOXIRAD,5,2.460629921,0.951069991,2001,3,-0.050167622
44,ULMUALA,16,11.81102362,18.26054382,2001,3,2.904742657
49,CARYOVT,1,1.476377953,1.711925983,2001,3,0.537619043
49,CORNFLO,13,10.33464567,10.0813419,2001,3,2.310686379
49,FRAX1S1,3,15.25590551,67.52596933,2001,3,4.212512255
49,NYSSSYL,5,10.33464567,17.68990183,2001,3,2.872993958
49,QUERALB,1,1.476377953,1.711925983,2001,3,0.537619043
50,CARPCAR,1,2.460629921,4.755349953,2001,3,1.55927029
50,CORNFLO,4,6.88976378,9.891127903,2001,3,2.291638184
50,FAGUGRA,9,8.366141732,7.798773923,2001,3,2.053966532
50,ILEXDECD,5,8.366141732,11.60305389,2001,3,2.451268329
501,CERCCAN,38,31.49606299,27.01038773,1999,3,3.296221523
501,CHIOVIR,5,2.460629921,0.951069991,1999,3,-0.050167622
503,CARYALB,12,14.76377953,58.58591142,1999,3,4.070494248
503,CARYOVT,2,19.68503937,152.5516265,1999,3,5.027503073
503,CERCCAN,5,12.30314961,32.90702168,1999,3,3.49368606
503,FRAX1S1,7,31.98818898,130.6770167,1999,3,4.872728758
503,QUERALB,1,37,1075.210086,1999,3,6.98027135
503,ULMUALA,5,14.27165354,52.68927748,1999,3,3.964411971
503,VIBURAF,65,31.98818898,12.36390988,1999,3,2.514781735
504,ACERRUBR,1,3.44488189,9.320485908,1999,3,2.232214763
504,CARYALB,18,19.68503937,74.94431526,1999,3,4.316745375
504,OSTRVIR,2,5.905511811,14.07583586,1999,3,2.644459559
504,PRUNSER,12,12.79527559,12.93455187,1999,3,2.55990217
504,VIBUPRU,16,8.858267717,4.565135955,1999,3,1.518448296
505,ACERRUBR,32,22.63779528,16.73883184,1999,3,2.81773128
505,FAGUGRA,19,32.97244094,59.91740941,1999,3,4.092967104
505,LIQUSTY,13,23.12992126,107.4709089,1999,3,4.677220196
505,LIRITUL,2,48.42913386,1535.938178,1999,3,7.336896664
505,VIBURUF,21,11.31889764,5.516205946,1999,3,1.707690295
506,CORNFLO,27,15.25590551,8.179201919,1999,3,2.101594581
506,NYSSSYL,3,9.350393701,26.43974574,1999,3,3.274868398
506,OXYDARB,1,36,1017.87602,1999,3,6.925473402
506,VIBURAF,20,9.842519685,3.804279963,1999,3,1.336126739
508,ACERRUBR,33,23.12992126,32.14616568,1999,3,3.47029318
508,CARYOVT,2,18.7007874,138.8562186,1999,3,4.933438999
508,JUGLNIG,16,8.858267717,4.565135955,1999,3,1.518448296
508,NYSSSYL,2,41.42913386,1090.61742,1999,3,6.994499255
508,VIBUACE,20,9.842519685,3.804279963,1999,3,1.336126739
509,HAMAVIR,60,29.52755906,11.41283989,1999,3,2.434739028
509,LIRITUL,5,2.460629921,0.951069991,1999,3,-0.050167622
51,CARYTOM,6,21.65354331,72.66174728,2001,3,4.285815074
51,CORNFLO,4,10.82677165,25.10824775,2001,3,3.223196388
51,QUERFAL,2,5.905511811,17.11925983,2001,3,2.840204136
51,QUERVEL,15,19.19291339,45.46114555,2001,3,3.816858017
51,ULMUALA,3,5.413385827,8.179201919,2001,3,2.101594581
513,CORNFLO,8,8.858267717,13.69540787,2001,3,2.617060584
513,FRAX1S1,3,10.33464567,32.52659368,2001,3,3.482058022
513,JUNIVIR,30,26.57480315,40.7057956,2001,3,3.70637048
513,LIQUSTY,1,3.44488189,9.320485908,2001,3,2.232214763
513,PINUVIR,7,27.06692913,139.8072886,2001,3,4.940264965
519,CARYOVT,2,5.905511811,14.07583586,2000,3,2.644459559
519,FRAX1S1,6,6.88976378,16.35840384,2000,3,2.794741762
519,LIQUSTY,2,17.71653543,132.7693707,2000,3,4.888613568
519,NYSSSYL,15,31.98818898,142.8507126,2000,3,4.961800117
519,OXYDARB,1,8.366141732,54.97184546,2000,3,4.006821153
519,VITIROT,1,1.476377953,1.711925983,2000,3,0.537619043
523,ACERBAR,5,2.460629921,0.951069991,2000,3,-0.050167622
523,LONIJAP,5,2.460629921,0.951069991,2000,3,-0.050167622
523,ULMUALA,1,1.476377953,1.711925983,2000,3,0.537619043
523,VITIROT,1,1.476377953,1.711925983,2000,3,0.537619043
524,ILEXDECD,3,4.429133858,5.135777949,2001,3,1.636231331
524,JUGLNIG,1,2.460629921,4.755349953,2001,3,1.55927029
524,PASSINC,10,4.921259843,1.902139981,2001,3,0.642979558
524,QUERALB,1,49,1885.74099,2001,3,7.542076121
524,QUERRUB,1,9.350393701,68.66725332,2001,3,4.229272424
524,VIBUPRU,20,9.842519685,3.804279963,2001,3,1.336126739
524,VITIROT,15,7.381889764,2.853209972,2001,3,1.048444666
525,CARYALB,3,7.381889764,15.78776184,1999,3,2.759235073
525,CARYGLA,2,4.921259843,9.510699906,1999,3,2.252417471
525,CARYOVT,3,12.30314961,52.30884948,1999,3,3.957165563
525,OXYDARB,4,14.76377953,61.62933539,1999,3,4.121137981
525,PINUECH,1,9.350393701,68.66725332,1999,3,4.229272424
525,QUERALB,2,9.842519685,47.55349953,1999,3,3.861855383
525,ULMUALA,1,5.413385827,23.01589377,1999,3,3.136185011
525,VIBUACE,5,2.460629921,0.951069991,1999,3,-0.050167622
526,CARYCOR,5,2.460629921,0.951069991,1999,3,-0.050167622
526,CARYCOR,15,7.381889764,2.853209972,1999,3,1.048444666
526,CORNFLO,14,19.68503937,48.31435552,1999,3,3.877728732
526,LIQUSTY,2,10.82677165,59.72719541,1999,3,4.089787451
526,SASSALB,2,9.842519685,41.46665159,1999,3,3.724889528
528,ACERRUBR,2,8.858267717,30.8146677,1999,3,3.427990801
528,FRAX1S1,2,4.921259843,11.03241189,1999,3,2.400837476
528,PRUNSER,1,5.413385827,23.01589377,1999,3,3.136185011
528,QUERRUB,1,4.429133858,15.40733385,1999,3,2.73484362
531,CERCCAN,1,2.460629921,4.755349953,1999,3,1.55927029
531,NYSSSYL,25,27.06692913,53.45013347,1999,3,3.978749135
531,VIBURAF,5,2.460629921,0.951069991,1999,3,-0.050167622
532,ACERBAR,24,17.71653543,18.26054382,1999,3,2.904742657
532,FAGUGRA,61,36.90944882,23.77674977,1999,3,3.168708203
532,LIRITUL,22,74.27165354,2846.645002,1999,3,7.953896388
532,NYSSSYL,31,36.90944882,69.80853731,1999,3,4.245756313
537,CARPCAR,7,12.30314961,18.07032982,2001,3,2.894271357
537,CORNFLO,11,6.397637795,3.614065964,2001,3,1.284833444
537,FRAX1S1,1,1.476377953,1.711925983,2001,3,0.537619043
537,LIQUSTY,2,10.82677165,70.37917931,2001,3,4.253897471
537,OSTRVIR,14,10.82677165,8.749843914,2001,3,2.169035862
537,PRUNSER,13,9.350393701,7.037917931,2001,3,1.951312378
537,QUERRUB,1,35.5,989.7980354,2001,3,6.897500918
537,ULMUAME,1,1.476377953,1.711925983,2001,3,0.537619043
539,CARYCOR,10,4.921259843,1.902139981,2000,3,0.642979558
539,JUNIVIR,3,13.28740157,47.74371353,2000,3,3.865847404
539,NYSSSYL,11,8.366141732,11.22262589,2000,3,2.417931909
539,OXYDARB,1,1.476377953,1.711925983,2000,3,0.537619043
539,QUERFAL,1,10.33464567,83.88437317,2000,3,4.429439341
539,QUERRUB,1,1.476377953,1.711925983,2000,3,0.537619043
539,VIBURAF,20,9.842519685,3.804279963,2000,3,1.336126739
54,CARYTOM,11,6.397637795,3.614065964,2000,3,1.284833444
54,CERCCAN,5,2.460629921,0.951069991,2000,3,-0.050167622
54,FRAX1S1,10,4.921259843,1.902139981,2000,3,0.642979558
54,PINUECH,1,39,1194.590607,2000,3,7.085558817
54,QUERRUB,7,10.33464567,28.72231372,2000,3,3.357674302
541,ILEXDECD,3,4.429133858,5.135777949,2000,3,1.636231331
541,JUNIVIR,4,11.81102362,31.19509569,2000,3,3.440260893
542,AESCSYL,10,4.921259843,1.902139981,2000,3,0.642979558
542,CARPCAR,6,9.842519685,13.31497987,2000,3,2.588889707
542,CARYTOM,9,26.08267717,73.23238928,2000,3,4.2936378
542,CERCCAN,11,6.397637795,3.614065964,2000,3,1.284833444
542,FRAX1S1,5,15.25590551,38.99386962,2000,3,3.663404444
542,MORURUB,17,15.25590551,27.58102973,2000,3,3.317128208
542,NYSSSYL,6,11.81102362,20.92353979,2000,3,3.040874831
542,OSTRVIR,45,27.06692913,16.16818984,2000,3,2.783045722
542,PINUTAE,7,25.0984252,91.1125051,2000,3,4.512095063
542,PRUNSER,11,22.14566929,38.61344162,2000,3,3.653600444
542,QUERFAL,9,12.30314961,19.9724698,2000,3,2.994354815
542,QUERRUB,5,20.17716535,67.90639733,2000,3,4.218130247
542,VIBURAF,135,66.43700787,25.67888975,2000,3,3.245669244
547,CARYGLA,1,2.460629921,4.755349953,2000,3,1.55927029
547,CARYTOM,1,2.460629921,4.755349953,2000,3,1.55927029
547,CERCCAN,5,2.460629921,0.951069991,2000,3,-0.050167622
547,JUNIVIR,1,10.33464567,83.88437317,2000,3,4.429439341
547,LIQUSTY,7,17.22440945,92.63421709,2000,3,4.528658588
547,PINUECH,6,108.4173228,2330.203309,2000,3,7.7537108
547,ULMUALA,1,4.429133858,15.40733385,2000,3,2.73484362
55,NYSSSYL,2,10.82677165,47.55349953,2000,3,3.861855383
55,OXYDARB,2,5.905511811,14.07583586,2000,3,2.644459559
55,PINUECH,1,39.5,1225.417484,2000,3,7.111036869
55,ULMUALA,3,19.19291339,110.1339049,2000,3,4.701696943
55,VIBURAF,5,2.460629921,0.951069991,2000,3,-0.050167622
553,ACERBAR,3,4.429133858,5.135777949,2001,3,1.636231331
553,CARYCOR,6,3.937007874,2.662995974,2001,3,0.979451795
553,CERCCAN,7,5.413385827,4.374921957,2001,3,1.475888681
553,ILEXDECD,2,2.952755906,3.423851966,2001,3,1.230766223
553,ILEXOPAO,20,9.842519685,3.804279963,2001,3,1.336126739
553,JUNIVIR,1,4.429133858,15.40733385,2001,3,2.73484362
553,QUERALB,15,7.381889764,2.853209972,2001,3,1.048444666
553,QUERPHE,1,9.350393701,68.66725332,2001,3,4.229272424
553,QUERRUB,21,13.28740157,13.12476587,2001,3,2.57450097
553,ULMUALA,1,4.429133858,15.40733385,2001,3,2.73484362
556,FRAX1S1,10,16.73228346,41.46665159,2000,3,3.724889528
556,LIQUSTY,3,10.33464567,32.52659368,2000,3,3.482058022
556,PINUTAE,9,402.5,14281.09115,2000,3,9.566691644
557,CARYOVT,5,2.460629921,0.951069991,2000,3,-0.050167622
557,FRAX1S1,10,4.921259843,1.902139981,2000,3,0.642979558
557,PRUNSER,5,2.460629921,0.951069991,2000,3,-0.050167622
557,QUERRUB,1,12.30314961,118.8837488,2000,3,4.778146115
56,JUNIVIR,22,22.63779528,31.57552369,2001,3,3.452382254
56,QUERNIG,8,20.66929134,53.25991948,2001,3,3.975184068
56,RHODPER,15,7.381889764,2.853209972,2001,3,1.048444666
560,CARPCAR,28,18.7007874,17.49968783,2000,3,2.862183042
560,CARYOVT,10,4.921259843,1.902139981,2000,3,0.642979558
560,DIOSVIR,1,3.44488189,9.320485908,2000,3,2.232214763
560,ILEXOPAO,5,2.460629921,0.951069991,2000,3,-0.050167622
560,OXYDARB,2,4.921259843,9.510699906,2000,3,2.252417471
560,ULMUALA,32,17.71653543,9.13027191,2000,3,2.211595476
560,VIBUACE,20,9.842519685,3.804279963,2000,3,1.336126739
562,FAGUGRA,8,6.88976378,6.08684794,1999,3,1.806130368
562,FRAX1S1,4,7.874015748,12.93455187,1999,3,2.55990217
562,OSTRVIR,1,3.44488189,9.320485908,1999,3,2.232214763
562,QUERALB,4,6.88976378,9.891127903,1999,3,2.291638184
562,QUERALB,1,1.476377953,1.711925983,1999,3,0.537619043
562,QUERPHE,1,3.44488189,9.320485908,1999,3,2.232214763
562,QUERRUB,2,3.937007874,6.467275936,1999,3,1.86675499
564,DIOSVIR,4,6.88976378,9.891127903,2000,3,2.291638184
564,LIRITUL,12,8.858267717,8.369415918,2000,3,2.124584099
564,NYSSSYL,9,10.33464567,13.88562186,2000,3,2.630853906
564,RHUSCOP,15,7.381889764,2.853209972,2000,3,1.048444666
564,ULMUALA,17,17.22440945,19.9724698,2000,3,2.994354815
564,VIBURAF,15,7.381889764,2.853209972,2000,3,1.048444666
569,CARYOVT,1,1.476377953,1.711925983,2001,3,0.537619043
569,FAGUGRA,16,16.73228346,22.82567978,2001,3,3.127886208
569,FRAX1S1,3,14.27165354,66.00425735,2001,3,4.189719245
569,OXYDARB,1,2.460629921,4.755349953,2001,3,1.55927029
570,CERCCAN,3,8.366141732,21.87460978,1999,3,3.085326594
570,FRAX1S1,3,10.33464567,32.52659368,1999,3,3.482058022
570,PINUECH,1,53,2206.183441,1999,3,7.699019352
574,CARYGLA,6,4.921259843,5.706419944,2000,3,1.741591847
574,CARYOVT,6,10.82677165,55.92291545,2000,3,4.023974233
574,CARYTOM,10,4.921259843,1.902139981,2000,3,0.642979558
574,CHIOVIR,25,12.30314961,4.755349953,2000,3,1.55927029
574,FRAX1S1,5,2.460629921,0.951069991,2000,3,-0.050167622
574,JUNIVIR,3,10.33464567,34.04830566,2000,3,3.527780271
574,NYSSSYL,29,20.17716535,17.68990183,2000,3,2.872993958
576,CARYOVT,5,2.460629921,0.951069991,2000,3,-0.050167622
576,MORURUB,6,3.937007874,2.662995974,2000,3,0.979451795
577,CERCCAN,11,6.397637795,3.614065964,2000,3,1.284833444
577,QUERRUB,16,11.81102362,18.26054382,2000,3,2.904742657
578,CARPCAR,16,27.55905512,88.25929513,2000,3,4.480279018
578,FRAX1S1,13,9.350393701,7.037917931,2000,3,1.951312378
578,VITIROT,1,4.429133858,15.40733385,2000,3,2.73484362
579,LIRITUL,2,50.96062992,1852.20818,2000,3,7.524133817
579,OXYDARB,11,51.67322835,248.6096956,2000,3,5.515884179
579,PINUECH,2,80,2527.41129,2000,3,7.834950852
579,PRUNSER,1,1.476377953,1.711925983,2000,3,0.537619043
579,QUERFAL,1,47.5,1772.054606,2000,3,7.479894947
579,QUERRUB,8,56.38188976,1897.724472,2000,3,7.548410801
579,QUERSTE,2,21.65354331,193.6378501,2000,3,5.265989662
58,ACERBAR,55,27.06692913,10.4617699,2000,3,2.347727651
58,CARYGLA,1,8.366141732,54.97184546,2000,3,4.006821153
58,PINUECH,1,11.31889764,100.623205,2000,3,4.611382897
58,QUERVEL,5,2.460629921,0.951069991,2000,3,-0.050167622
582,ACERRUBR,1,1.476377953,1.711925983,2000,3,0.537619043
582,AESCSYL,5,2.460629921,0.951069991,2000,3,-0.050167622
582,ASIMPAR,25,12.30314961,4.755349953,2000,3,1.55927029
582,CARYCOR,7,5.413385827,4.374921957,2000,3,1.475888681
582,CARYOVT,1,1.476377953,1.711925983,2000,3,0.537619043
582,CERCCAN,7,34.94094488,144.3724246,2000,3,4.972396243
582,QUERRUB,4,5.905511811,6.847703933,2000,3,1.923913404
582,ULMUALA,13,21.16141732,38.99386962,2000,3,3.663404444
583,CERCCAN,17,10.33464567,6.277061938,2000,3,1.836902027
583,FAGUGRA,6,8.858267717,33.09723567,2000,3,3.499449765
583,JUNIVIR,12,29.52755906,128.5846627,2000,3,4.856587541
583,NYSSSYL,18,18.7007874,52.11863549,2000,3,3.953522572
583,OSTRVIR,7,6.397637795,7.418345927,2000,3,2.003956111
583,PRUNSER,6,3.937007874,2.662995974,2000,3,0.979451795
583,QUERALB,1,8.366141732,54.97184546,2000,3,4.006821153
583,ULMUALA,1,8.366141732,54.97184546,2000,3,4.006821153
585,CARYGLA,2,38.46062992,1022.63137,1999,3,6.930134359
585,PINUVIR,6,40.46062992,1135.066018,1999,3,7.034446094
585,ULMUALA,4,13.77952756,49.45563951,1999,3,3.901076096
59,ACERBAR,6,3.937007874,2.662995974,2001,3,0.979451795
59,CARYTOM,7,48.90551181,1462.47276,2001,3,7.287883953
59,CORNFLO,2,6.88976378,20.1626838,2001,3,3.003833559
59,FAGUGRA,1,2.460629921,4.755349953,2001,3,1.55927029
59,OXYDARB,2,5.905511811,17.11925983,2001,3,2.840204136
59,QUERALB,8,9.842519685,15.21711985,2001,3,2.7224211
59,QUERFAL,1,11.31889764,100.623205,2001,3,4.611382897
59,QUERRUB,7,16.24015748,78.93880922,2001,3,4.368672986
59,QUERSTE,1,7.381889764,42.79814958,2001,3,3.756494868
59,QUERVEL,1,6.397637795,32.14616568,2001,3,3.47029318
59,ULMUALA,4,8.858267717,17.49968783,2001,3,2.862183042
6,CARYGLA,3,19.19291339,114.6990409,2001,3,4.742311662
6,CORNFLO,6,3.937007874,2.662995974,2001,3,0.979451795
6,JUNIVIR,1,1.476377953,1.711925983,2001,3,0.537619043
6,QUERSTE,1,8.366141732,54.97184546,2001,3,4.006821153
6,QUERVEL,15,7.381889764,2.853209972,2001,3,1.048444666
60,CARYOVT,2,7.874015748,24.72781976,2000,3,3.207928916
60,CORNFLO,13,12.30314961,17.68990183,2000,3,2.872993958
60,CORNFLO,1,1.476377953,1.711925983,2001,3,0.537619043
60,FRAX1S1,9,50.68897638,268.0115234,2000,3,5.591029977
60,OXYDARB,2,5.905511811,17.11925983,2000,3,2.840204136
60,QUERALB,7,34.94094488,158.0678324,2000,3,5.06302426
60,QUERFAL,1,11.31889764,100.623205,2001,3,4.611382897
60,QUERRUB,16,25.59055118,69.99875131,2000,3,4.248477403
60,ULMUALA,7,13.28740157,22.63546578,2000,3,3.119517958
60,VIBURAF,30,14.76377953,5.706419944,2001,3,1.741591847
608,PINUVIR,19,44.78346457,122.3076008,2001,3,4.80653919
620,CARPCAR,27,15.25590551,8.179201919,2001,3,2.101594581
620,CARYCOR,1,10.33464567,83.88437317,2001,3,4.429439341
620,CORNFLO,1,1.476377953,1.711925983,2001,3,0.537619043
620,DIOSVIR,1,2.460629921,4.755349953,2001,3,1.55927029
620,FRAX1S1,3,6.397637795,11.22262589,2001,3,2.417931909
620,LIRITUL,1,1.476377953,1.711925983,2001,3,0.537619043
620,OXYDARB,1,5.413385827,23.01589377,2001,3,3.136185011
620,PAULTOM,1,1.476377953,1.711925983,2001,3,0.537619043
620,PINUECH,2,18.7007874,137.3345066,2001,3,4.922419604
620,QUERSTE,1,51,2042.820623,2001,3,7.62208679
620,RUBUARG,5,2.460629921,0.951069991,2001,3,-0.050167622
620,VIBURAF,95,46.7519685,18.07032982,2001,3,2.894271357
63,CARYOVT,11,9.350393701,17.30947383,2001,3,2.851253972
63,CARYTOM,11,11.31889764,34.04830566,2001,3,3.527780271
63,FRAX1S1,15,7.381889764,2.853209972,2001,3,1.048444666
63,NYSSSYL,2,8.858267717,32.33637968,2001,3,3.476192902
63,OXYDARB,24,24.60629921,62.39019139,2001,3,4.133408074
67,ACERBAR,1,4.429133858,15.40733385,2001,3,2.73484362
67,CARYOVT,7,12.30314961,48.50456952,2001,3,3.88165801
67,CORNFLO,12,8.858267717,8.369415918,2001,3,2.124584099
67,FAGUGRA,17,10.33464567,6.277061938,2001,3,1.836902027
67,JUNIVIR,71,112.6968504,229.5882957,2001,3,5.436287686
67,QUERSTE,2,88.5,3075.815557,2001,3,8.031325367
67,QUERVEL,6,6.88976378,16.35840384,2001,3,2.794741762
68,CARYTOM,6,3.937007874,2.662995974,2001,3,0.979451795
68,FAGUGRA,17,10.33464567,6.277061938,2001,3,1.836902027
68,QUERRUB,10,4.921259843,1.902139981,2001,3,0.642979558
70,JUNIVIR,9,17.22440945,29.10274171,2001,3,3.370832387
70,NYSSSYL,26,28.54330709,77.98773923,2001,3,4.356551625
70,VACCCOR,5,2.460629921,0.951069991,2001,3,-0.050167622
75,JUNIVIR,62,37.4015748,22.44525178,2001,3,3.11107909
75,VITIROT,5,2.460629921,0.951069991,2001,3,-0.050167622
77,ACERBAR,3,8.366141732,26.43974574,2000,3,3.274868398
77,CARYTOM,26,13.77952756,6.467275936,2000,3,1.86675499
77,FAGUGRA,2,3.937007874,6.467275936,2000,3,1.86675499
77,JUNIVIR,27,29.03543307,55.35227345,2000,3,4.013717732
77,LIRITUL,1,8.366141732,54.97184546,2000,3,4.006821153
77,NYSSSYL,2,2.952755906,3.423851966,2000,3,1.230766223
77,PLATOCC,2,11.81102362,58.20548343,2000,3,4.063979567
78,CERCCAN,2,3.937007874,6.467275936,2000,3,1.86675499
78,FAGUGRA,11,6.397637795,3.614065964,2000,3,1.284833444
78,FRAX1S1,2,12.79527559,102.335131,2000,3,4.628253025
78,OXYDARB,1,9.350393701,68.66725332,2000,3,4.229272424
78,ULMUALA,3,8.366141732,21.87460978,2000,3,3.085326594
78,VIBUPRU,5,2.460629921,0.951069991,2000,3,-0.050167622
8,CORNFLO,9,9.350393701,10.84219789,2000,3,2.383445733
8,NYSSSYL,23,35.92519685,68.28682533,2000,3,4.223716854
8,QUERRUB,11,6.397637795,3.614065964,2000,3,1.284833444
9,CARYGLA,8,21.65354331,156.7363345,2001,3,5.054564995
9,CARYOVT,2,9.842519685,41.46665159,2001,3,3.724889528
9,CARYTOM,22,22.63779528,106.139411,2001,3,4.664753428
9,CERCCAN,5,2.460629921,0.951069991,2001,3,-0.050167622
9,PRUNSER,11,7.381889764,6.657489934,2001,3,1.895742527
9,QUERRUB,1,3.44488189,9.320485908,2001,3,2.232214763
9,QUERSTE,1,55.5,2419.222693,2001,3,7.791201566
9,QUERVEL,1,48,1809.557368,2001,3,7.500837547
9,VITIROT,5,2.460629921,0.951069991,2001,3,-0.050167622
925,CARYGLA,2,8.858267717,36.90151564,2001,3,3.608252624
925,CORNFLO,5,14.27165354,34.42873366,2001,3,3.538891497
925,FAGUGRA,5,2.460629921,0.951069991,2001,3,-0.050167622
925,OXYDARB,1,4.429133858,15.40733385,2001,3,2.73484362
925,QUERALB,1,2.460629921,4.755349953,2001,3,1.55927029
925,QUERRUB,10,4.921259843,1.902139981,2001,3,0.642979558
925,QUERVEL,2,4.921259843,11.03241189,2001,3,2.400837476
925,ULMUALA,3,4.429133858,5.135777949,2001,3,1.636231331
